pokemon-images/images\abomasnow.png,243.66458333333333,246.7125,247.91666666666666,0.5770721801735278,110.12990936555892,148.4501510574018,143.4199395770393,0.37917666605131994,178.3030303030303,189.66666666666666,188.12121212121212,0.0437511537751523,5423,Grass,Ice
pokemon-images/images\abra.png,241.36044362292049,233.91312384473198,65.66913123844735,0.556420233463035,190.79166666666669,189.59166666666667,187.05,0.33229571984435796,130.29856115107907,113.71942446043165,59.52517985611511,0.111284046692607,1285,Psychic,
pokemon-images/images\absol.png,217.16299559471366,218.1806167400881,223.40969162995594,0.5774877650897227,173.8469387755102,176.57142857142858,159.8265306122449,0.27569331158238175,1.8666666666666667,25.57777777777778,97.6,0.1468189233278956,14400,Dark,
pokemon-images/images\accelgor.png,142.38317757009347,168.3551401869159,177.45794392523365,0.44558258642765686,78.94736842105263,77.14473684210526,87.6578947368421,0.2812633376013658,243.16071428571428,113.53571428571429,136.30357142857142,0.2731540759709774,2348,Bug,
pokemon-images/images\aegislash-blade.png,210.91788856304984,196.41055718475073,158.02639296187684,0.49697185607410044,102.94927536231884,92.59057971014491,81.8876811594203,0.4175276095475597,198.23076923076923,197.25,196.0,0.08550053437833986,2807,Steel,Ghost
pokemon-images/images\aerodactyl.png,149.59055118110237,131.51181102362204,154.6771653543307,0.5601211072664359,228.66197183098592,223.3943661971831,238.95774647887325,0.3140138408304498,186.71428571428572,183.71428571428572,190.25,0.1258650519031142,2312,Rock,Flying
pokemon-images/images\aggron.png,0.36336633663366336,0.16831683168316833,0.45643564356435645,0.7129909365558912,121.77906976744185,124.79069767441861,123.87209302325581,0.2134944612286002,86.35379061371842,90.20938628158845,90.6028880866426,0.07351460221550855,14400,Steel,Rock
pokemon-images/images\aipom.png,0.0,0.0,0.0,0.4079538165490699,189.37662337662337,143.0,192.03896103896105,0.3098139833226427,128.09615384615384,89.84615384615384,129.40384615384613,0.28223220012828737,1559,Normal,
pokemon-images/images\alakazam.png,123.02424242424243,106.34848484848484,75.29393939393938,0.5043267566632053,241.98947368421054,234.95157894736843,96.9178947368421,0.3766008999653859,194.85585585585585,195.32432432432432,201.87387387387386,0.11907234337140879,2889,Psychic,
pokemon-images/images\alomomola.png,179.16030534351145,180.33333333333334,179.4325699745547,0.6833046471600689,170.7021276595745,120.97872340425532,29.085106382978722,0.2289156626506024,93.734375,116.125,140.890625,0.08777969018932874,14400,Water,
pokemon-images/images\altaria.png,188.544,212.392,227.096,0.6249722776668885,99.39583333333333,142.625,165.64583333333331,0.2557108006209803,247.67790262172284,249.33333333333334,251.30711610486892,0.11931692171213129,4509,Dragon,Flying
pokemon-images/images\amaura.png,181.81331592689307,219.72258485639688,231.8374673629243,0.6225459151361621,187.5058823529412,187.40392156862745,188.77647058823536,0.26852438252058264,107.05000000000003,140.90000000000006,154.5050000000001,0.10892970234325522,1579,Rock,Ice
pokemon-images/images\ambipom.png,0.0,0.0,0.0,0.6291000841042893,243.92322706571244,225.34873129473,167.48210800260247,0.2682926829268293,191.3432835820896,193.26202321724722,192.4278606965174,0.10260723296888141,3567,Normal,
pokemon-images/images\amoonguss.png,191.96153846153845,137.56153846153848,143.5769230769231,0.40504103165298944,208.32978723404256,214.87234042553192,198.20212765957447,0.32327080890973037,85.3125,65.66666666666666,54.34375,0.2716881594372802,3412,Grass,Poison
pokemon-images/images\ampharos.png,215.35862068965517,191.8,61.186206896551724,0.6547911547911548,245.84615384615384,238.0,236.03846153846155,0.2551187551187551,185.95454545454547,188.04545454545453,189.86363636363637,0.09009009009009009,2448,Electric,
pokemon-images/images\anorith.png,178.88095238095235,186.5952380952381,173.61904761904762,0.42988204456094364,86.27450980392157,86.94117647058822,81.6078431372549,0.3984272608125819,188.52380952380952,186.9047619047619,187.76190476190476,0.17169069462647443,763,Rock,Bug
pokemon-images/images\arbok.png,173.86206896551724,180.27586206896555,178.60689655172413,0.4666666666666667,129.43564356435638,124.06930693069307,105.9009900990099,0.38476190476190475,39.64583333333332,84.14583333333333,148.18750000000003,0.14857142857142858,14400,Poison,
pokemon-images/images\arcanine.png,245.90049751243782,225.88059701492537,186.5771144278607,0.5431603097218239,88.81132075471699,76.62264150943396,62.528301886792455,0.31775164898193287,215.8279569892473,155.13978494623655,103.58064516129032,0.1390880412962432,3487,Fire,
pokemon-images/images\arceus.png,0.0,0.0,0.0,0.386477242830834,247.77351916376307,248.01045296167248,247.77351916376307,0.3664825046040516,190.36601307189548,185.64705882352942,154.35620915032683,0.24704025256511444,3801,Normal,
pokemon-images/images\archen.png,209.4805194805195,127.03246753246754,99.33116883116882,0.6399726214921286,199.36170212765958,201.12765957446808,199.2340425531915,0.19849418206707733,52.05357142857143,92.73214285714286,117.98214285714286,0.16153319644079397,1461,Rock,Flying
pokemon-images/images\archeops.png,222.0854271356784,178.60804020100502,119.81909547738694,0.4834403080872914,25.41176470588235,116.61437908496733,141.05882352941177,0.40154043645699616,185.3653846153846,184.03846153846155,185.67307692307693,0.11501925545571245,3895,Rock,Flying
pokemon-images/images\ariados.png,154.17058823529408,126.67058823529412,160.44705882352937,0.44281524926686217,238.49107142857142,179.90625,144.4107142857143,0.28225806451612906,118.82978723404256,68.70921985815603,66.0283687943262,0.2749266862170088,1364,Bug,Poison
pokemon-images/images\armaldo.png,189.18487394957984,203.43697478991598,211.0420168067227,0.4018065268065268,80.84285714285714,71.12857142857145,74.27142857142857,0.36217948717948717,139.43795620437956,128.87591240875912,136.57664233576642,0.23601398601398602,3432,Rock,Bug
pokemon-images/images\aromatisse.png,241.24822695035462,168.3049645390071,192.7872340425532,0.5694254445964432,157.55357142857147,96.51785714285714,118.51785714285714,0.37140902872777015,191.55,189.05,188.4,0.059165526675786596,2924,Fairy,
pokemon-images/images\aron.png,128.40718562874255,139.90419161676647,140.19760479041915,0.5551470588235294,124.85,87.43333333333334,59.78333333333333,0.22794117647058823,28.477272727272727,47.72727272727273,79.7840909090909,0.21691176470588236,14400,Steel,Rock
pokemon-images/images\articuno.png,190.68410661401774,225.857847976308,245.08390918065152,0.6314102564102564,92.74825688073395,144.90568807339457,180.6425688073395,0.24074074074074073,178.8010563380281,189.625,197.53169014084506,0.12784900284900286,2808,Ice,Flying
pokemon-images/images\audino.png,0.0,0.0,0.0,0.5288461538461539,126.21428571428571,111.57142857142857,111.57142857142857,0.36778846153846156,253.01503759398497,219.0,206.09022556390977,0.10336538461538461,2496,Normal,
pokemon-images/images\aurorus.png,0.0,0.0,0.0,0.4761286131860994,187.13333333333333,186.2,178.76666666666668,0.41182202013640795,226.61157024793388,235.73553719008265,219.87603305785123,0.1120493666774927,3083,Rock,Ice
pokemon-images/images\avalugg.png,157.40498154981555,212.98523985239854,239.69188191881918,0.6257985257985258,104.9359375,136.18281249999998,165.49062500000008,0.31891891891891894,185.632,185.488,187.96,0.05528255528255528,4070,Ice,
pokemon-images/images\axew.png,125.29891304347827,128.4293478260869,123.05434782608695,0.558641975308642,39.02127659574468,75.17021276595744,93.57446808510639,0.25617283950617287,162.12345679012347,180.8148148148148,184.679012345679,0.18518518518518517,14400,Dragon,
pokemon-images/images\azelf.png,0.0,0.0,0.0,0.7096518987341772,151.64387464387465,202.58404558404558,222.24501424501423,0.2903481012658228,111.55072463768116,120.6086956521739,123.09420289855072,0.0,1264,Psychic,
pokemon-images/images\azumarill.png,46.21039225674987,149.96637799286805,202.98522669383593,0.6077368040491685,127.99791666666665,81.4041666666667,88.58333333333334,0.23282718727404195,197.19828815977175,197.9486447931526,197.98430813124116,0.1594360086767896,2766,Water,Fairy
pokemon-images/images\azurill.png,50.04819277108434,139.00602409638557,186.85542168674698,1.0,2.525,2.525,2.525,0.0,0.0,0.0,0.0,0.0,1047,Normal,Fairy
pokemon-images/images\bagon.png,78.83333333333333,112.83333333333333,140.02777777777777,0.5980066445182725,187.375,159.25,79.375,0.2857142857142857,178.94285714285715,182.62857142857143,189.4142857142857,0.11627906976744186,14400,Dragon,
pokemon-images/images\baltoy.png,192.1818181818182,192.5,191.72727272727272,0.6307053941908713,160.33333333333334,117.0,36.0,0.22821576763485477,54.61538461538461,111.53846153846153,160.3846153846154,0.14107883817427386,14400,Ground,Psychic
pokemon-images/images\banette.png,81.921875,111.828125,115.9375,0.5152838427947598,147.5,149.72340425531914,147.2127659574468,0.3624454148471616,86.68181818181819,32.95454545454545,6.590909090909091,0.1222707423580786,14400,Ghost,
pokemon-images/images\barbaracle.png,105.80891364902507,95.56490250696379,71.06016713091921,0.5164473684210527,193.73139158576046,194.92880258899677,194.1521035598706,0.39144736842105265,208.27919999999997,210.6464,213.3272,0.09210526315789473,4564,Rock,Water
pokemon-images/images\barboach.png,188.3783783783784,227.43243243243242,242.59459459459458,0.5231729055258467,106.40579710144928,141.65217391304347,158.1159420289855,0.35472370766488415,203.13333333333333,202.86666666666667,199.73333333333332,0.12210338680926916,1122,Water,Ground
